canonical_name	aliases	development_codes	target	company	highest_stage	development_status	nct_ids	adc_scope	catalog_status	sources
MT-5111	MT 5111; MT-5111; MT5111		Receptor tyrosine-protein kinase erbB-2 (HER2)	Molecular Templates, Inc	Phase1	Phase 1 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
CDX-014	CDX 014; CDX-014; CR 014-vcMMAE		Hepatitis A virus cellular receptor 1 (HAVCR1)	CuraGen Corp; Celldex Therapeutics, Inc; Amgen, Inc	Phase1	Phase 1 (Terminated)	NCT02837991	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
SGN-CD352A	SGN CD352A; SGN-CD352 A; SGN-CD352A; SGNCD352A		SLAM family member 6 (SLAMF6)	Seagen Inc; Ligand Pharmaceuticals, Inc	Phase1	Phase 1 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AGS-16M8F					Phase1	Phase 1	NCT01114230	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IBI129					Phase2	Phase 2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BL-M09D1					Phase1	Phase 1	NCT06954077; NCT07056556	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MGC028					Phase1	Phase 1	NCT06723236	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
TJ101					Phase1	Phase 1	NCT07181473	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
JY201	JY-201; JY 201		Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4)	Shenzhen Enduring Biotech, Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
XB010					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GenSci143					Phase1	Phase 1	NCT07252414	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc; pubmed
Milatuzumab doxorubicin					Phase2	Phase 2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SKB-410	SKB 410; SKB-410; SKB410		Nectin-4 (NECTIN4)	Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd	Phase2	Phase 1/2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HMBD-501	HMBD 501; HMBD501		Receptor tyrosine-protein kinase erbB-3 (HER3)	Hummingbird Bioscience Pte Ltd	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Zilovertamab vedotin	MK 2140; MK- 2140; MK-2140; VLS-101; Zilovertamab vedotin		Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1)	Merck & Co., Inc	Phase2	Phase 2	NCT03833180; NCT04504916; NCT05139017; NCT05144841; NCT05406401; NCT05458297; NCT05562830	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
SHR-A1307	SHR A1307; SHRA1307		Epidermal growth factor receptor (EGFR)	Jiangsu Hengrui Pharmaceuticals Co., Ltd	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
Pab-001-MMAE	PAb001-ADC		Mucin-1 (MUC1)	Peptron; Qilu Pharmaceutical Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
M-DGN549	M DGN549		Folate receptor alpha (FOLR1)	ImmunoGen, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
OMTX-505	OMTX 505; OMTX505		Prolyl endopeptidase FAP (FAP)	Oncomatryx Biopharma SL	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Datopotamab deruxtecan	DS 1062a; DS-1062; DS-1062, Dato-DXd; DS-1062a; Dato-DXd; Datopotamab deruxtecan		Tumor-associated calcium signal transducer 2 (TROP2)	Daiichi Sankyo Co., Ltd; AstraZeneca PLC; Baxter Oncology GmbH	Approved	Approved (FDA): Jan, 2025	NCT01042379; NCT03401385; NCT03742102; NCT03944772; NCT04484142; NCT04526691; NCT04612751; NCT04644068; NCT04656652; NCT04940325; NCT05061550; NCT05104866; NCT05215340; NCT05374512; NCT05460273; NCT05489211; NCT05555732; NCT05629585; NCT05687266	STRICT_ADC	MULTISOURCE_CONFIRMED	nar_reference; configs/known_adc_assets.yaml; clinicaltrials
MRG-001	MRG 001; MRG-001; MRG001		B-lymphocyte antigen CD20 (MS4A1)	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	Phase2	Phase 2	NCT05155839; NCT05844527	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TR1801-ADC	MT-8633; TR 1801 ADC; TR1801-ADC; TR1801-ADC, MT-8633; TR1801-antibody drug conjugate		Hepatocyte growth factor receptor (MET)	Tanabe Research Laboratories U.S.A., Inc	Phase1	Phase 1	NCT03859752	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DEC008					Phase1	Phase 1	NCT07470853	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
KGX201	KGX-201; KGX 201		Undisclosed	KangaBio Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
<sup>111</sup>In-1849					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BAY-943	BAY 943; BAY943; VIP-943; IL3RA-KSPi-ADC		Interleukin-3 receptor subunit alpha (IL3RA)	Bayer AG	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
BAT-8001					Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
SLV-154					Phase1	Phase 1	NCT06771219	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ZW-33	ZW 33; ZW33		Receptor tyrosine-protein kinase erbB-2 (HER2 ECD2); Receptor tyrosine-protein kinase erbB-2 (HER2 ECD4)	Zymeworks Biopharmaceuticals, Inc; Zymeworks BC, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
denintuzumab mafodotin					PHASE2			PRESUMED_ADC	MULTISOURCE_CONFIRMED	clinicaltrials; conference_abstract_corpus
T emtansine					PHASE2			PRESUMED_ADC	SINGLE_STRONG_SOURCE	clinicaltrials
Trastuzmab deruxtecan					PHASE2			PRESUMED_ADC	SINGLE_STRONG_SOURCE	clinicaltrials
Disitamb Vedotin					PHASE2			PRESUMED_ADC	SINGLE_STRONG_SOURCE	clinicaltrials
Distitamab Vedotin					PHASE2			PRESUMED_ADC	SINGLE_STRONG_SOURCE	clinicaltrials
bulumtatug fuvedotin					PHASE3			PRESUMED_ADC	MULTISOURCE_CONFIRMED	clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed
Trastzumab Deruxtecan					PHASE2			PRESUMED_ADC	SINGLE_STRONG_SOURCE	clinicaltrials
dimer Talirine								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
sacitizumab govitecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PODO447 Vedotin								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
transtuzumab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
compounds Mertansine								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
paritumab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
proprietary duocarmazine								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
Datopotomab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CADM1 Tesirine								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
trastuzuamb deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
tecotabart vedotin								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
Tratuzumab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
distamab vedotin								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
zelenectide pevedotin								ADJACENT_CONJUGATE_MODALITY	EXCLUDED_ADJACENT_MODALITY	conference_abstract_corpus
trastruzumab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
sacituzmab govitecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
Trastuzumab vedotin								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
datopotumab deruxtecan								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
M100B vedotin								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MEDI4276								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
ABBV-011								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
DHES0815A								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
STI-8811								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
Tras-16b								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
OBI-992								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
TUB-010								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
JSKN033								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
PL119								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
YL205								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
BR112								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
ABBV-706								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
DYP688								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc; pubmed
NRBM-25								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc; pubmed
CRB-701								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed
MEDI-547								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
SYD983								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DMOT4039A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
SG3227								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
REGN2878								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
CD123A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
AXL-107								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
CLT030								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DCLL9718A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
LR004								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DFRF4539A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DGN462								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
CDX-0125								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
DEDN6526A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
TR1801								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
MI130110								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DLYE5953A								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DCLL9718S								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DAXL-88								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
NMS-P945								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
huXBR1-402								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
SMADC001								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
EC112002								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
REGN5093								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
M114								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
ASP1235								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
LFA102								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
CD228A								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
CLDN6-23								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
NAV-001								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
AMT-562								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
MEDI7247								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
ITC-6102RO								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
AMT-253								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
SN-38								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
AGCM-22								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
TE-1146								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
DB-1310								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
AD005								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
DB-1314								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
AM1-15								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
ADCT-701								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus; europe_pmc
DX8951								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
7MW4911								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
DS-3939a								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
MBRC-101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
TUB-040								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus; europe_pmc
BVX001								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
HRA00129								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
C004								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus; europe_pmc
FK002								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
NRTL-24								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
Y101S								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
GL-2401								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
Her2-W1507								PRESUMED_ADC	NEEDS_REVIEW	europe_pmc
CD352A								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADCT-502								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GM103								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DCBD16001								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PL1601								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BAT8003								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BAY-924								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SC-004								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GENA-111								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
YH012								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PODO447								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ZW220								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MBK-103								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CO-1008								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GQ1010								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADCT-211								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADCT-212								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ZW191								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
ZW251								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
DB-1311								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
STRO-003								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DM004								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG033								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AT86474								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DXC006								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HMA800067								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PRO1106								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SAR445953								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GQ1012								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADV101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG017								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG016								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GQ1011								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MRG006A								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TCX-101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SDP03923								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AT2604								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AT65474								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HRA00242								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HRA00130								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PL2202								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ILB-3101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LM-317								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PRO1286								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CKD-703								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IBI3001								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG023								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AZD0516								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADRX-0405								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADCT-242								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SOT106								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A0011								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADRX-0134								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GLR1059								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BLB-101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PA289								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
KHN922								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SIM0680								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LD-38								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
KA-2887								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BA3361								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TAVO307								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LM-350								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ZW327								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GLR1061								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DB-1418								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GNX1021								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LBL-054								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SWY2321								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CS5006								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A002								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A006								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BB-205								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TD001								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
YL242								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SDV2102								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BR-2302								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IBI3014								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IBI130								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GQ1033								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GQ1030								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MHB009C								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MHB042C								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
MHB048C								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IDP-001								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A008								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SYS6051								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SYS6042								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
OBI-902								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BSI-721								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PLB-001								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CS5005								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TST105								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IPH4502								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A003								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DB-1325								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AMB303								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AMB304								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SOT109								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HLX91-048								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ADCT-241								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
QLS5132								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GSK5733584								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GSK5764227								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
DAY301								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
EO-1022								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IBI3010								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ALK201								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SDP01873								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ACR246								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IPN60300								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
VBC101								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
JS212								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CAN016								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ARC-401								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG048								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HSC00189								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DEM301								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
PLB-015								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
KHN928								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BCG047								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
3H-10000								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
MK-3120								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CD205								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SYD988								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
CS5001								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
BNT326								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AMT-116								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SHR-1826								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LY4170156								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
BG-C9074								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
BNT324								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DM005								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ABBV-969								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SYS6043								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TQB6411								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
DM002								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
LY4052031								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
LY4101174								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
AD004								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
T320								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
AKTX-101								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IBI3017								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
TAK-188								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ASP2998								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
NW008								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
XB773								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
HA-00495								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
NL019								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
ZW418								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
STRO-227								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
IN30758								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
NW024								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
GS002								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
STRO-006								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
SCR-A014								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
RT023								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
NEOK002								PRESUMED_ADC	NEEDS_REVIEW	clinicaltrials; conference_abstract_corpus
OBI-904								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
XB404								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
BSI-737								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
YL413								PRESUMED_ADC	NEEDS_REVIEW	conference_abstract_corpus
