nar_adc_id	canonical_name	phase_bucket	drug_status	brand_name	synonyms	development_codes	antigen_name	payload_moa_target	antibody_name	payload_name	linker_name	indications	companies	reference_count	reference_dois	nct_ids
DRG0CYMEB	Trastuzumab emtansine	Approved	Approved (FDA): Feb 22, 2013	Kadcyla	PRO-132365; ADO-Trastuzumab Emtansine; R-3502; R3502; RG 3502; RG-3502; RO 5304020; RO-5304020; T-DM1; DM1-trastuzumab immunoconjugate; Herceptin-DM1; Trastuzu; Trastuzumab-DM1; Trastuzumab-DM1 immunoconjugate; Trastuzumab-MCC-DM1; Trastuzumab-MCC-DM1 antibody-drug conjugate		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	Trastuzumab	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Breast cancer; Approved Approval Document Gastric cancer; Phase 3 Clinical Trial Colorectal cancer; Phase 2 Clinical Trial Endometrial cancer; Phase 2 Clinical Trial Liver cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Multiple myeloma; Phase 2 Clinical Trial Oral cavity cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Urothelial cancer; Phase 2 Clinical Trial Osteosarcoma; Phase 1 Clinical Trial Prostate cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.5 3D	Genentech, Inc; Roche Holding AG; Chugai Pharmaceutical Co., Ltd; F. Hoffmann-La Roche Ltd	20	10.1002/btm2.10388.; 10.1002/cam4.5893.; 10.1007/s00280-019-03768-8.; 10.1016/S1470-2045(20; 10.1016/j.annonc.2020.06.020.; 10.1016/j.bbrc.2020.07.055.; 10.1016/j.ebiom.2019.04.061.; 10.1021/acs.bioconjchem.9b00340.; 10.1038/s41416-020-0952-1.; 10.1093/annonc/mdz291.; 10.1111/eci.13255.; 10.1158/1535-7163.MCT-18-0743.; 10.1371/journal.pone.0239813.	NCT01702571; NCT01966471; NCT02465060; NCT02924883; NCT02999672; NCT03032107
DRG0DAKKB	Patritumab deruxtecan	Phase3	Phase 3		HER3-DXd; Patritumab deruxtecan; Patritumab-DX-8951 conjugate; U3-1402; U3-1402a		Receptor tyrosine-protein kinase erbB-3 (HER3)	DNA topoisomerase 1 (TOP1)	Patritumab	DX-8951 derivative (DXd)	Mc-Gly-Gly-Phe-Gly	Lung cancer; Phase 3 Clinical Trial Breast cancer; Phase 2 Clinical Trial Cervical cancer; Phase 2 Clinical Trial Colorectal cancer; Phase 2 Clinical Trial Endometrial cancer; Phase 2 Clinical Trial Gastric cancer; Phase 2 Clinical Trial Head and neck cancer; Phase 2 Clinical Trial Melanoma; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Ovarian cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Prostate cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Urothelial cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 8 3D	Daiichi Sankyo Co., Ltd; AstraZeneca PLC; Baxter Oncology GmbH; BSP Pharmaceuticals SpA	4	10.1158/1078-0432.CCR-19-1745.	NCT03260491
DRG0DCONA	SHR-7631	Phase1	Phase 1						A anti-LIV-1 mAb	SHR9265	Undisclosed	Unspecific solid tumor		0		NCT06381050
DRG0DDMKC	A-410	Investigative	Investigative		A 410; A410		Nectin-4 (NECTIN4)		Undisclosed	Undisclosed	Undisclosed	Bladder cancer Clinical candidate	Sichuan Kelun Pharmaceutical Co., Ltd	0		
DRG0DDQHT	XYD-9668-198	Investigative	Investigative		XYD 9668-198; XYD9668-198		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Neuroblastoma IND	Kunshan Xinyunda Biotechnology Co., Ltd	0		
DRG0DDTZB	HLX-43	Phase2	Phase 2		HLX 43; HLX-43; HLX43; YL222		Programmed cell death 1 ligand 1 (CD274)	DNA topoisomerase 1 (TOP1) Conjugate Type Undisclosed	HLX20	Camptothecin-based toxin		Cervical cancer; Phase 2 Clinical Trial Head and neck cancer; Phase 2 Clinical Trial Liver cancer; Phase 2 Clinical Trial Nasopharyngeal cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Shanghai Henlius Biotech, Inc; Shanghai Fosun Pharmaceutical (Group) Co., Ltd	0		
DRG0DDWPP	CPO-301	Investigative	Investigative		CPO301; CPO 301		Epidermal growth factor receptorn (EGFR C797S) (EGFR C797S)		Undisclosed	Undisclosed	Undisclosed	Non-small cell lung cancer (EGFR C797S mutation) IND Non-small cell lung cancer (EGFR exon 19 deletions) IND Non-small c	CSPC Pharmaceutical Group Ltd	0		
DRG0DEGEG	Vobramitamab duocarmazine	Phase2	Phase 2		AEX4089DC1; Anti-B7-H3 antibody drug conjugate; MGC 018; MGC-018; MGC018; Vobramitamab duocarmazine		CD276 antigen (CD276)	Human Deoxyribonucleic acid (hDNA)	Vobramitamab	seco-DUBA	Mal-PEG2-Val-Cit-PABA-Cyclization Spacer	Anal cancer; Phase 2 Clinical Trial Breast cancer; Phase 2 Clinical Trial Head and neck cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Melanoma; Phase 2 Clinical Trial Oral cavity cancer; Phase 2 Clinical Trial Prostate cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 2.7 3D	MacroGenics, Inc	4		NCT03729596; NCT05293496; NCT05551117
DRG0DIWSF	Cantuzumab mertansine	Phase1	Phase 1 (Terminated)		C-242 DM1; C-242 May; C242 maytansinoid conjugate; Cantuzumab mertansine; Monoclonal antibody C-242 DM1 conjugate; Monoclonal antibody C-242 May conjugate; Monoclonal antibody huC242-May conjugate; SB-408075; huC242 maytansinoid conjugate; huC242-DM1		Mucin-1 (MUC1)	Microtubule (MT)	Cantuzumab	Mertansine DM1	N-succinimidyl 4-(2-pyridyldithio) pentanoate (SPP)	Solid tumor Phase 1 Research Article Drug-to-Antibody Ratio 4 3D	ImmunoGen, Inc	2		
DRG0DJFNE	IMAB362-Val-Cit-MMAE	Investigative	Investigative		IMAB362 vcMMAE; IMAB362-vc-MMAE; IMAB362 vc MMAE		Claudin-18.2 (CLDN18.2)	Microtubule (MT)	IMAB362	Monomethyl auristatin E	Mc-Val-Cit-PABC	Gastric cancer Clinical candidate Pancreatic cancer Clinical candidate 3D	Ganymed Pharmaceuticals AG; Astellas Pharma, Inc	0		
DRG0DLKUH	DB-1305	Phase2	Phase 1/2		BNT325; DB 1305; DB-1305; DB1305		Tumor-associated calcium signal transducer 2 (TROP2)	DNA topoisomerase 1 (TOP1)	Undisclosed	P1003	Mc-Gly-Gly-Phe-Gly	Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	Duality Biologics	1		NCT05438329
DRG0DLZVY	SC-007	Phase1	Phase 1 (Terminated)		SC 007; SC-007; SC007		Undisclosed		Undisclosed	Undisclosed	Undisclosed Conjugate Type Undisclosed ChEBI ID CHEMBL4297824 General Informatio	Colorectal cancer; Phase 1 Clinical Trial Gastric cancer; Phase 1 Clinical Trial Oesophageal cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed	Stemcentrx, Inc; AbbVie, Inc	1		NCT03253185
DRG0DNGPW	RN765C	Investigative	Investigative		RN 765C; RN-765C		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	EGFR Ab-L	Auristatin 0101	AcLys-Val-Cit-PABC	Colorectal cancer Clinical candidate Drug-to-Antibody Ratio 2 3D	Rinat Neuroscience Corp	0		
DRG0DOBID	GMA-305	Investigative	Investigative		GMA305; GMA 305		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Heart failure (; Investigative)	Gmax Biopharm LLC	0		
DRG0DOTIX	CUSP06	Phase1	Phase 1		AMT 707; AMT-707; AMT707; CUSP 06; CUSP-06; CUSP06		Cadherin-6 (CDH6)	DNA topoisomerase 1 (TOP1)	A humanized anti-CDH6 IgG1 mAb	Exatecan	T1000	Ovarian cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8 3D	Multitude Therapeutics, Inc; OnCusp Therapeutics	0		
DRG0DSMMR	IMGS-501	Investigative	Investigative		STING-ISAC; IMGS 501; IMGS501		Programmed cell death 1 ligand 1 (CD274); Programmed cell death 1 ligand 2 (PDCD1LG2)	Stimulator of interferon genes protein (STING1)	IMGS-001	STING agonist	Undisclosed	Solid tumors Clinical candidate Drug-to-Antibody Ratio 4	Immunogenesis, Inc	0		
DRG0DSOMP	LY3343544	Investigative	Investigative		LY-3343544; LY 3343544		Hepatocyte growth factor receptor (MET)	Microtubule (MT)	Emibetuzumab	Monomethyl auristatin E	Undisclosed Conjugate Type Random conjugation through nucleophilic lysines.	Cholangiocarcinoma Clinical candidate Colorectal cancer Clinical candidate Gastric cancer Clinical candidate Head and ne	Eli Lilly & Co	0		
DRG0DVKJO	LCB14-15nm	Investigative	Investigative		LCB14 15nm		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Breast cancer Clinical candidate	LegoChem Biosciences, Inc	0		
DRG0DWHZY	SIM 0686	Phase1	Phase 1						anti-FGFR2b humanized IgG1	CPT116	A cleavable linker	Unspecific solid tumor		0		NCT07050459
DRG0DXEAS	CAT-03-106	Investigative	Investigative		CAT03106; CAT 03 106		Undisclosed		Undisclosed	Undisclosed	Undisclosed	Acute myeloid leukaemia Clinical candidate Hodgkin lymphoma Clinical candidate Non Hodgkin lymphoma Clinical candidate	Catalent, Inc	0		
DRG0DXROV	Cetuximab sarotalocan	Approved	Approved (FDA): Sep, 2020	Akalux	ASP-1929; RM-1929; Cetuximab-IR700; Cetuximab Sarotalocan Sodium		Epidermal growth factor receptor (EGFR)		Cetuximab	IRDye 700DX	Linear alkyl/alkoxy linker	Head and neck cancer; Approved Approval Document Lung cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 1.3 to 3.8 3D	Rakuten Medical, Inc	0		
DRG0EBFGG	IBI3009	Phase1	Phase 1						A anti-DLL3 mAb	NT1	Undisclosed	Lung cancer		0		NCT06613009
DRG0EDBXG	Lintuzumab Ac-225	Phase1	Phase 1 (Terminated)		225Ac-HuM-195; 225Ac-HuM195; 225Ac-lintuzumab; AC225 MOAB M195; AC225-MOAB-M195; Ac-225-Lintuzumab; Ac225 monoclonal antibody M195; Actimab-A; Actimab-M; Actimab-MDS; Actinium (225ac) lintuzumab satetraxetan; Actinium AC 225 lintuzumab; Actinium AC-225 lintuzumab; Actinium-225 (225Ac)-Lintuzumab; Actinium-225-labeled humanized anti-cd33 monoclonal antibody HUM195; Actinium-225-labelled HuM195; HUM-195 AC-225; HuM195-Ac-225; Lintuzumab Ac-225; Lintuzumab actinium Ac-225; Lintuzumab satetraxetan AC-225		Myeloid cell surface antigen CD33 (CD33)		Lintuzumab	AC225	DOTA-P-toluene isothiocyanate	Multiple myeloma; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed	PDL BioPharma, Inc; Actinium Pharmaceuticals, Inc	5		NCT02575963; NCT02998047; NCT03441048; NCT03867682; NCT03932318
DRG0EEDEE	DXC-008	Phase1	Phase 1						anti-PSMA/STEAP1 dual-target antibody	Tubulysin B analog	A cleavable linker	Sarcomas		0		NCT06926283
DRG0EGQMP	BAT-8006	Phase1	Phase 1						Undisclosed	Exatecan		Fallopian tube cancer		0		
DRG0EGTVL	DAC-005	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0EGZQD	SBT-8230	Investigative	Investigative		SBT8230; SBT 8230; Asgr1-Tlr8; Asgr1-Tlr8-S; ASGR1-TLR8 ImmunoTAC conjugate		Asialoglycoprotein receptor 1 (ASGR1)	Toll-like receptor 8 (TLR8)	Undisclosed	TLR8 agonist	Undisclosed	Hepatitis B viral hepatitis Clinical candidate	Silverback Therapeutics, Inc; ARS Pharmaceuticals, Inc	0		
DRG0EHWIM	CME-548	Investigative	Investigative		CME-548 (Oxford Biomedica Plc)		Trophoblast glycoprotein (TPBG)		Undisclosed	Undisclosed	Undisclosed TTD ID D0T0PU	Solid tumors Clinical candidate	Oxford Biomedica Plc; Pfizer Inc	0		
DRG0EJBII	BL-M07D1	Phase3	Phase 3		BL M07D1; BL-M07D1; BLM07D1		Receptor tyrosine-protein kinase erbB-2 (HER2)	DNA topoisomerase 1 (TOP1) Conjugate Type Undisclosed General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Undisclosed NCT05631964 Phase 1 A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics, and initial efficacy of BL-M07D1 for injection in patients with locally advanced or metastatic digestive tract tumors and other solid tumors. Undisclosed NCT05461768 Phase 1 A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics, and preliminary efficacy of BL-M07D1 injection in patients with locally advanced or metastatic HER2-positive/low-expression breast cancer and other solid tumors. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Related Clinical Trial NCT Number NCT05631964 Clinical Status Phase 1 Clinical Description A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics, and initial efficacy of BL-M07D1 for injection in patients with locally advanced or metastatic digestive tract tumors and other solid tumors. Experiment 2 Reporting the Activity Date of This ADC [ 2 ] Patients Enrolled Patients with locally advanced or metastatic HER2-positive/low-expression breast cancer and other solid tumors. Administration Dosage Related Clinical Trial NCT Number NCT05461768 Clinical Status Phase 1 Clinical Description A phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics, and preliminary efficacy of BL-M07D1 injection in patients with locally advanced or metastatic HER2-positive/low-expression breast cancer and other solid tumors. References Ref 1 A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics, and Initial Efficacy of BL-M07D1 for Injection in Patients With Locally Advanced or Metastatic Digestive Tract Tumors and Other Solid Tumors, NCT05631964 Ref 2 A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics, and Preliminary Efficacy of BL-M07D1injection in Patients With Locally Advanced or Metastatic HER2-positive/Low-expression Breast Cancer and Other Solid Tumors, NCT05461768	Trastuzumab	Camptothecin analogue ED04		Breast cancer; Phase 3 Clinical Trial Solid tumor; Phase 2 Clinical Trial Biliary tract cancer; Phase 1 Clinical Trial Cervical cancer; Phase 1 Clinical Trial Endometrial cancer; Phase 1 Clinical Trial Gastric cancer; Phase 1 Clinical Trial Lung cancer; Phase 1 Clinical Trial Oesophageal cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Urothelial cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Sichuan Baili Pharmaceutical Co., Ltd; Systimmune, Inc; Chengdu Bailidote Biological Pharmaceutical Co., Ltd	2		NCT05461768; NCT05631964
DRG0EJZGZ	SYN-101	Investigative	Investigative		SYN101; SYN 101		Transforming growth factor beta-1 proprotein (TGFB1)		Undisclosed	Undisclosed	Undisclosed	Colorectal cancer Clinical candidate Lymphoma Clinical candidate Melanoma Clinical candidate	Synthis LLC	0		
DRG0EKTUN	Sacituzumab govitecan	Approved	Approved (FDA): Apr, 2020	Trodelvy	GS-0132; IMMU-132; IMMU0132; TROP-2-SN38; hRS7-SN38 antibody drug conjugate; Isactuzumab govitecan		Tumor-associated calcium signal transducer 2 (TROP2)	DNA topoisomerase 1 (TOP1)	Sacituzumab	Active metabolite of irinotecan SN38	CL2A	Breast cancer; Approved Approval Document Colorectal cancer; Phase 3 Clinical Trial Endometrial cancer; Phase 3 Clinical Trial Lung cancer; Phase 3 Clinical Trial Urothelial cancer; Phase 3 Clinical Trial Biliary tract cancer; Phase 2 Clinical Trial Brain cancer; Phase 2 Clinical Trial Cervical cancer; Phase 2 Clinical Trial Gastric cancer; Phase 2 Clinical Trial Head and neck cancer; Phase 2 Clinical Trial Kidney cancer; Phase 2 Clinical Trial Liver cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Oral cavity cancer; Phase 2 Clinical Trial Ovarian cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Penile cancer; Phase 2 Clinical Trial Pleura mesothelioma; Phase 2 Clinical Trial Prostate cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Thymus cancer; Phase 2 Clinical Trial Thyroid cancer; Phase 2 Clinical Trial Drug-to-Antibody Ratio 7.6 3D	Immunomedics, Inc; Gilead Sciences, Inc; BSP Pharmaceuticals SpA; Everest Medicines (Singapore) Pte. Ltd	15	10.1002/ijc.34424.	NCT01631552; NCT02574455; NCT03901339; NCT04454437
DRG0ELYWP	Tusamitamab ravtansine	Phase3	Phase 3		AR408701; IBI-126; Maytansin-loaded anti-CEACAM5 mAb; SAR 408701; SAR-408701; SAR408701; Tusamitamab ravtansine		Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)	Microtubule (MT)	Tusamitamab	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Lung cancer; Phase 3 Clinical Trial Breast cancer; Phase 2 Clinical Trial Gastric cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3 to 4 3D	ImmunoGen, Inc; Sanofi; Innovent Biologics, Inc	10		NCT02187848; NCT03324113; NCT04154956; NCT04524689; NCT04659603; NCT05071053; NCT05245071; NCT05429762; NCT05703555
DRG0EMQPK	SYD-1875	Phase1	Phase 1 (Terminated)		Anti-5T4 antibody drug conjugate; SYD 1875; SYD-1875; SYD18 75; SYD1875		Trophoblast glycoprotein (TPBG)	Human Deoxyribonucleic acid (hDNA)	SYD1594	seco-DUBA	Mal-PEG2-Val-Cit-PABA-Cyclization Spacer	Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 1.9 3D	Synthon BV; Byondis BV	1		NCT04202705
DRG0ENSWF	Cotinine-duocarmycin	Investigative	Investigative		Cotinine duocarmycin		Epidermal growth factor receptor (EGFR)	Human Deoxyribonucleic acid (hDNA)	ERC6 bispecific Anti-ody (fuse Anti-cotinine scFv to cetuximab CH3 domain)	Duocarmycin Sa	Mc-Val-Cit-PABC-DMAE Info	Lung cancer; Investigative Drug-to-Antibody Ratio 2 3D		0		
DRG0ENYRQ	DB-1303	Phase3	Phase 3		BNT323; DB 1303; DB-1303; DB1303		Receptor tyrosine-protein kinase erbB-2 (HER2)	DNA topoisomerase 1 (TOP1)	Trastuzumab	P1003	Mc-Gly-Gly-Phe-Gly	Breast cancer; Phase 3 Clinical Trial Endometrial cancer; Phase 3 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 8 3D	Duality Biologics; BioNTech SE	1		NCT05150691
DRG0ENYXZ	MRG-002	Phase2	Phase 2		MRG 002; MRG-002; MRG002		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	MAB802	Monomethyl auristatin E	Mc-Val-Cit-PABC	Urothelial cancer; Phase 3 Clinical Trial Biliary tract cancer; Phase 2 Clinical Trial Breast cancer; Phase 2 Clinical Trial Gastric cancer; Phase 2 Clinical Trial Lung cancer; Phase 2 Clinical Trial Oesophageal cancer; Phase 2 Clinical Trial Solid tumor; Phase 2 Clinical Trial Drug-to-Antibody Ratio 3.8 3D	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	12		NCT04492488; NCT04742153; NCT04837508; NCT04839510; NCT04924699; NCT04941339; NCT05141747; NCT05141786; NCT05263869; NCT05338957; NCT05754853
DRG0EOBLX	HDM2017	Phase1	Phase 1						Anti-CDH17 antibody	CPT-derivative payloads	Undisclosed	Unspecific solid tumor		0		NCT07274085
DRG0EOFTU	PD-L1 ISA	Investigative	Investigative		Boltbody ISAC PD-L1 (Bolt Bio)		Programmed cell death 1 ligand 1 (CD274)	Toll-like receptor 7 (TLR7); Toll-like receptor 8 (TLR8)	Undisclosed	TLR7/8 agonist	Undisclosed	Solid tumors Clinical candidate	Bolt Biotherapeutics, Inc	0		
DRG0EOMCN	BL-M02D1	Phase2	Phase 1/2		BL M02D1; BL-M02D1; BLM02D1		Tumor-associated calcium signal transducer 2 (TROP2)	DNA topoisomerase 1 (TOP1) Conjugate Type Undisclosed General Information of The Activity Data Related to This ADC Identified from the Human Clinical Data Standard Type NCT Number Clinical Status Clinical Trial Description Undisclosed NCT05385692 Phase 1 Phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics and preliminary efficacy of injectable BL-M02D1 in patients with locally advanced or metastatic gastrointestinal tumors or other solid tumors. Undisclosed NCT05339685 Phase 1 Phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics and preliminary efficacy of injectable BL-M02D1 in patients with locally advanced or metastatic triple negative breast cancer or other solid tumors. Full List of Activity Data of This Antibody-drug Conjugate Identified from the Human Clinical Data Experiment 1 Reporting the Activity Date of This ADC [ 1 ] Related Clinical Trial NCT Number NCT05385692 Clinical Status Phase 1 Clinical Description Phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics and preliminary efficacy of injectable BL-M02D1 in patients with locally advanced or metastatic gastrointestinal tumors or other solid tumors. Experiment 2 Reporting the Activity Date of This ADC [ 2 ] Related Clinical Trial NCT Number NCT05339685 Clinical Status Phase 1 Clinical Description Phase 1 clinical study to evaluate the safety, tolerability, pharmacokinetic characteristics and preliminary efficacy of injectable BL-M02D1 in patients with locally advanced or metastatic triple negative breast cancer or other solid tumors. References Ref 1 Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics and Preliminary Efficacy of Injectable BL-M02D1 in Patients With Locally Advanced or Metastatic Gastrointestinal Tumors or Other Solid Tumors, NCT05385692 Ref 2 Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics and Preliminary Efficacy of Injectable BL-M02D1 in Patients With Locally Advanced or Metastatic Triple Negative Breast Cancer or Other Solid Tumors, NCT05339685	hu4D3	Camptothecin analogue ED04		Lung cancer; Phase 2 Clinical Trial Breast cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 8	Sichuan Baili Pharmaceutical Co., Ltd; Systimmune, Inc; Chengdu Bailidote Biological Pharmaceutical Co., Ltd	2		NCT05339685; NCT05385692
DRG0EOWOQ	KSI-501	Phase1	Phase 1						Undisclosed	Undisclosed	Undisclosed			0		
DRG0EPHMC	Anetumab ravtansine	Phase2	Phase 2 (Terminated)		Anetumab ravtansine; Anti-mesothelin antibody-drug conjugate BAY 94-9343; Anti-mesothelin-ADC-BAY-94-9343; BAY 94-9343; BAY-94-9343; BAY-94-9343-SPDB-DM4; BAY94-9343		Mesothelin (MSLN)	Microtubule (MT)	Anetumab	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Lung cancer; Phase 2 Clinical Trial Pancreatic cancer; Phase 2 Clinical Trial Pleura mesothelioma; Phase 2 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio 3.2 3D	MorphoSys AG; Bayer AG	22	10.1200/JCO.19.02085.	NCT01439152; NCT02485119; NCT02610140; NCT02639091; NCT02696642; NCT02751918; NCT02824042; NCT02839681; NCT03023722; NCT03102320; NCT03126630; NCT03455556; NCT03587311; NCT03816358; NCT03926143
DRG0EPORB	B-003	Phase1	Phase 1		Anti-HER2 monoclonal antibody-MCC-DM1 conjugate; B 003; B-003; B003		Receptor tyrosine-protein kinase erbB-2 (HER2)	Microtubule (MT)	Trastuzumab	Mertansine DM1	Succinimidyl-4-(N-maleimidomethyl)cyclohexane-1-carboxylate (SMCC)	Breast cancer; Phase 1 Clinical Trial Solid tumor; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	Shanghai Jiaolian Drug Development Co. Ltd; Shanghai Pharmaceuticals Holding Co., Ltd	1		NCT03953833
DRG0EPYFC	SAR-428926	Phase1	Phase 1 (Terminated)		SAR 428926; SAR-428926; SAR42 8926; SAR428926		Lysosome-associated membrane glycoprotein 1 (LAMP1)	Microtubule (MT)	Undisclosed	Mertansine DM4	N-succinimidyl 4-(2-pyridyldithio) butanoate (SPDB)	Breast cancer; Phase 1 Clinical Trial Colorectal cancer; Phase 1 Clinical Trial Gastric cancer; Phase 1 Clinical Trial Lung cancer; Phase 1 Clinical Trial Ovarian cancer; Phase 1 Clinical Trial Prostate cancer; Phase 1 Clinical Trial Drug-to-Antibody Ratio Undisclosed 3D	ImmunoGen, Inc; Sanofi	1		NCT02575781
DRG0EQEVI	CBT-3112	Investigative	Investigative		DCLK1 targeting paclitaxel based ADC (Coare Biotechnology); CBT3112; CBT 3112		Serine/threonine-protein kinase DCLK1 (DCLK1)	Microtubule (MT)	Undisclosed	Paclitaxel	Undisclosed	Colorectal cancer Clinical candidate Pancreatic cancer Clinical candidate 3D	COARE Biotechnology Inc	0		
DRG0EQGNV	MYK-3	Investigative	Investigative		MYK 3		Epidermal growth factor receptor (EGFR)	Microtubule (MT)	BA03	Monomethyl auristatin E	Mc-Val-Cit-PABC Info General Information of The Activity Data Related to This AD	Colon cancer; Investigative Lung cancer; Investigative Rectal cancer; Investigative Drug-to-Antibody Ratio 4.1 3D	Shanghai Miracogen Inc	1		
